"Lake_ID","Date","LakeName","LabName","Country","Latitude","Longitude","Altitude_m","MaximumDepth_m","MeanDepth_m","SecchiDepth_m","SamplingDepth_m","ThermoclineDepth_m","SurfaceTemperature_C","EpilimneticTemperature_C","TP_mgL","TN_mgL","NO3NO2_mgL","NH3_mgL","PO4_ugL","Chlorophylla_ugL","Chlorophyllb_ugL","Zeaxanthin_ugL","Diadinoxanthin_ugL","Fucoxanthin_ugL","Diatoxanthin_ugL","Alloxanthin_ugL","Peridinin_ugL","Chlorophyllc2_ugL","Echinenone_ugL","Lutein_ugL","Violaxanthin_ugL","MC_YR_ugL","MC_dmRR_ugL","MC_RR_ugL","MC_dmLR_ugL","MC_LR_ugL","MC_LY_ugL","MC_LW_ugL","MC_LF_ugL","NOD_ugL","CYN_ugL","ATX_ugL"
"LT_TAL",2015-08-03,"Talksa","NRC","Lithouania",55.93819444,23.33627778,103,8,3.5,0.65,5,0.25,21.9,19.44,NA,0.6,NA,0.02,5.173,52.728,2.261,1.921,0.601,1.665,0,0.378,0.968,0.755,0,0,0,0.475,2.2776,0.3061,1.1138,0.1664,0,0,0,0,0.0776,0.1028
"LT_UDR",2015-08-11,"Udrija","NRC","Lithouania",54.43508333,23.85044444,71,5,NA,0.26,2,1.67,25.5,23.74,0.12,1.8,NA,0.02,6.279,207.176,2.402,18.646,12.237,0,0,2.015,0,0,0,0,0,2.965,7.5326,0,2.5595,0,0,0,0,0,0.3195,0.071
"MK_DOJ",2015-09-06,"Dojran","MAS","Macedonia",41.19861111,22.73333333,320,8,3,2.8,7,5.77,28.8,27.43,0.05,1.6,0.019,0.16,13.618,10.352,1.262,0.675,0,0,0,0,0,0,0,0,0,0.058,0,0.8436,0.0573,1.7334,0,0,0,0,0,0
"MK_OHR",2015-09-08,"Ohrid","MAS","Macedonia",41.02722222,20.81138889,620,330,155,9.2,23.5,22.99,24.5,22.13,NA,0.6,0.008,0.04,5.231,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MK_PRE",2015-09-07,"Prespa","MAS","Macedonia",40.9525,20.91888889,847,47,14,2.9,11,9.49,24.5,23.63,0.05,1.3,0.009,0.03,NA,2.842,0.486,0.821,0,0,0,0,0,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_AMS",2015-08-12,"Amstelveense","AMB","Netherlands",52.30002778,4.840333333,0,2,NA,0.2,1.5,NA,22.51,22.46,0.29,1.8,0.02,0.04,7.211,690.16,27.696,29.357,0,3.556,0,4.466,0,2.072,0,0,17.274,0.088,0.3829,1.9873,0.0569,1.4138,0,0,0,0,0,0.0507
"NL_EM",2015-08-27,"Empelse put","AKWA","Netherlands",51.72298,5.337262,NA,31,11.6,7.5,5.5,6.32,20.31,20.25,0.11,0.3,0.06,NA,63.821,12.105,0,0.608,0,0,0,0.497,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_ERT",2015-08-05,"Ertveldplas","AKWA","Netherlands",51.70669444,5.288194444,2,25,NA,1.05,8,12.67,21.43,19.27,0.15,1.3,1.239,0.02,49.443,33.488,2.046,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_GEF",2015-08-21,"Geffense","AKWA","Netherlands",51.74069444,5.496638889,6,18,NA,7.5,5,11.69,21.5,20.82,0,0.8,0.391,NA,4.319,4.292,0,0.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_HEW",2015-08-25,"Henschotermeer","AKWA","Netherlands",52.080702,5.373029,NA,2,1.5,0.5,1.8,NA,NA,21.17,0.06,0.6,NA,NA,6.575,65.188,0,11.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_KIN",2015-08-12,"Kinselmeer","AMB","Netherlands",52.38566667,5.017111111,0,3,NA,0.25,1.8,1.58,22.15,21.98,0.87,2.5,0.009,0.03,575.094,248.581,3.032,23.852,13.69,0,0,3.383,0,0,0,0,0,1.37,9.0768,0,2.0126,0.1096,0,0,0,0,0,0.0128
"NL_KON",2015-08-12,"Koningshoeve","AKWA","Netherlands",51.55163889,5.120138889,11,14,NA,3.4,4,8.52,23.73,22.3,0.09,NA,NA,NA,NA,8.612,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0.0269,0,0,0,0,0,0
"NL_MEE",2015-08-17,"Meerwijkplas","AMB","Netherlands",52.34833333,4.664083333,0,3,NA,0.8,2.5,NA,20.34,20.34,0.61,0.7,0.057,0.56,491.424,71.633,2.788,2.545,0.352,1.615,0,2.523,0,1.212,0,0,0,0.002,0,0,0.0028,0.0261,0,0,0,0,0,0.0017
"NL_MOL",2015-08-17,"Molenplas","AMB","Netherlands",52.344,4.655111111,0,12,NA,2,5,5.57,20.68,20.66,0.41,1,0.465,0.15,298.276,2.069,0.237,0.22,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_NM",2015-08-31,"Nieuwe Meer","AKWA","Netherlands",52.331641,4.820326,NA,31,14,NA,1,NA,NA,NA,0.3,1.7,0.85,NA,161.363,1.392,0.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_PUT",2015-08-07,"Put Van Drunen","AKWA","Netherlands",51.67822222,5.113944444,3,15,NA,4.5,6,8.52,23.73,21.62,0.11,NA,NA,NA,6.71,3.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NL_REE",2015-08-28,"Plaas aan de Reeweg","AKWA","Netherlands",51.70391667,5.752083333,16,10,NA,3.75,6.5,7.59,20.98,20.53,0.02,NA,NA,NA,4.515,21.181,1.1,0.511,0,0,0,0,0,0,0,0,0,0,0,0,0.0163,0.0255,0,0,0,0,0,0
"NL_SLO",2015-08-19,"Sloterplas","AMB","Netherlands",52.36366667,4.817222222,0,39,NA,4,10,10.2,19.71,19.08,0.29,0.4,0.15,0.08,280.733,7.511,0.152,0,0,0,0,0.251,0,0.22,0,0,0,0.001,0,0,0.0028,0.0066,0,0,0,0,0,0
"NL_STOO",2015-09-02,"Stooterplas","AMB","Netherlands",52.45254,4.890774,0,44,NA,1.7,14,12.74,19.26,17.79,0.16,NA,0.052,0.04,15.321,35.347,1.424,0.396,1.095,0.642,0,0.731,2.983,1.712,0,0,0,0.014,0,0.0372,0.0057,0.0435,0,0,0,0,0,7e-04
"NL_WES",2015-08-17,"Westbroekplas","AMB","Netherlands",52.42558333,4.669416667,-1,30,NA,0.6,8.5,8.43,19.88,18.610625,0.17,0.3,NA,0.08,10.565,56.348,3.896,0.439,0,1.636,0,0.486,0.431,1.086,0,0,0,0.002,0.095,0,0.0171,0.012,0,0,0,0,0,0.0076
"NL_WYL",2015-08-11,"Wylerbergmeer","AKWA","Netherlands",51.826224,5.944239,NA,6,3.5,1.25,4,NA,NA,21.72,0.14,0.2,NA,NA,6.689,18.005,1.616,1.433,0,1.058,0,0,0,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0.0097,0.0013
"NO_AKE",2015-08-26,"Akersvannet","NIVA","Norway",59.24499167,10.32690083,16,8,NA,1.3,4,NA,18.9,18.79,0.12,1,0.102,NA,8.802,17.529,0.477,0.832,0,0,0,0.301,0,0,0,0,0,0.01,0,0.21,0.0184,0.6356,NA,NA,NA,0,0,0
"NO_ARU",2015-08-12,"Arungen","NIVA","Norway",59.68997417,10.74331722,34,12,NA,1.2,4,9.94,18.55,18.35,0.12,3.1,1.895,NA,10.41,6.854,1.029,0.359,0,0.437,0,0.421,0,0.298,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0
"NO_HIL",2015-08-26,"Hillestadvannet","NIVA","Norway",59.5143325,10.15597611,37,3,NA,0.55,2,2.01,18.4,18.22,0.24,0.6,NA,NA,10.942,25.818,1.591,1.914,0.457,0,0,0.388,0,0,0,0,0,0.374,0.2166,3.3088,0.1129,2.2819,0,0,0,0,0,0
"NO_MJA",2015-08-19,"Mjaer","NIVA","Norway",59.69832931,11.05206361,109,15,NA,1.7,4,12.31,18.85,18.77,0.2,0.8,0.088,NA,13.706,10.075,0.348,0,0.391,0,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NO_OST",2015-08-12,"Ostensjovannet","NIVA","Norway",59.68844944,10.82986111,107,6,NA,0.6,4,5.27,17.86,17.56,0.18,1.8,0.716,NA,7.409,18.447,1.63,2.676,0,0,0,1.396,0,0.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NO_SAB",2015-08-19,"Saebyvannet","NIVA","Norway",59.42701722,10.98318778,47,19,NA,1.2,4,8.74,18.97,18.89,0.27,1.6,0.431,NA,12.287,5.548,0.386,0.226,0.271,0,0,0.207,0,0,0,0,0,0,0.0605,0,0.0042,0,0,0,0,0,0,0
"NO_SKU",2015-08-31,"Skulerudsjoen","NIVA","Norway",59.66792389,11.54612917,119,14,NA,1.45,4,8.29,18.59,18.26,0.17,0.9,0.173,NA,10.376,6.128,0.329,0,0.136,0,0,0.381,0,0.196,0,0,0.045,0.002,0,0,0,0.007,0,0,0,0,0,0
"NO_STO",2015-08-19,"Vansjo-Storefjorden","NIVA","Norway",59.39440806,10.83571972,25,33,NA,1.85,4,NA,19.14,19.11,0.02,1,0.539,NA,NA,3.177,0.284,0.236,0,0.174,0,0.125,0,0.111,0,0,0,0.002,0,0,0.0028,0.0042,0,0,0,0,0,0
"NO_TUN",2015-08-31,"Tunevannet","NIVA","Norway",59.29807833,11.08458833,40,10,NA,1,4,NA,18.08,17.98,0.1,0.4,0.011,NA,NA,11.938,0.493,0.804,0,0.449,0,0,0,0,0,0,0,0.009,0.085,0.3229,0.022,0.0543,0,0,0,0,0,0
"NO_VAN",2015-08-19,"Vansjo-Vanemfjorden","NIVA","Norway",59.44232083,10.75360167,25,16,NA,1.4,4,NA,19.61,19.55,0.15,0.5,0.074,NA,NA,13.315,0.862,0.507,0.453,0.678,0,0.392,0,0.278,0,0,0.161,0.002,0.0336,0.1177,0.0058,0.0425,0,0,0,0,0,0
"PL_BAR",2015-08-12,"Bartezek","IOUG","Poland",53.83109167,19.84415,100,15,5.1,0.75,6.25,5.58,26.5,21.32,0.18,0.6,NA,0.05,7.73,27.85,0.846,2.225,3.292,0.324,0,0.685,0,0.462,0,0,0.171,0.249,0.3001,0,0.1195,0,0,0,0,0,6e-04,0
"PL_BIA",2015-07-22,"Biale Sosnowickie","HydroLab","Poland",51.53272222,23.0425,154,3,1.3,0.23,0.7,NA,24,23.95,0.21,1.8,0.013,0.05,11.613,119.585,25.539,10.377,0,2.145,0,1.553,0,0,0,0,0,0.066,0,2.017,0.0372,0.4328,0,0,0,0,0.0027,0.0067
"PL_BNI",2015-08-03,"Bninskie","WPROT","Poland",52.20016667,17.11708333,66,9,4.2,0.97,6.5,0.25,23.3,20.46,0.04,0.4,NA,0.05,15.016,31.736,4.872,3.829,0.603,0,0,1.177,3.127,1.907,0,0,0.531,0,0,0,0,0,0,0,0,0,0.0072,0
"PL_BUD",2015-08-02,"Bukowieckie Dute","HYDROPOZ","Poland",52.400966,15.620132,59,4,1.9,1.7,5,6.33,22.9,21.42,0.02,0.7,0.007,0.04,15.267,5.462,0.924,0.703,0,0.497,0,0,0,0,0,0,0,0.006,0.0218,0.0281,0.0028,0.048,0,0,0,0,0,0
"PL_BUM",2015-08-02,"Bukowieckie Mate","HYDROPOZ","Poland",52.381964,15.603918,59,4,1.9,1.2,2.5,3.75,22.9,22.33,0.02,1.7,0.022,0.12,15.618,12.399,1.797,2.054,0,1.027,0,0,0,0.484,0,0,0,0.002,0.0261,0.0258,0.0028,0.0344,0,0,0,0,0,0
"PL_BUSZ",2015-08-12,"Buszewskie ","HYDROPOZ","Poland",52.54277778,16.37722222,90,14,4.8,0.5,8,5.39,27.8,18.52,NA,1.8,0.021,0.68,17.573,8.298,0.79,0.932,0,0,0,0,0,0,0,0,0,0.533,0.5467,0,0.4834,0.0133,0,0,0,0,0.0375,0.0014
"PL_CZA",2015-08-27,"Czarne","HYDROOLS","Poland",53.78222222,20.45444444,104,7,2.7,1.8,6,4.13,21.37,17.11,0.06,0.8,NA,0.68,57.826,49.465,10.458,7.382,0,0,0,2.153,1.88,4.738,0,0,0.853,0,0,0,0,0,0,0,0,0,0.0063,0.0022
"PL_CZE",2015-08-11,"Czerniakowskie","KIW","Poland",52.19305556,21.07138889,82,5,2,0.5,3.5,2.33,26.8,24.81,0.03,2.9,0.005,0.3,19.804,30.095,5.433,0.901,0,0,0,0.277,0,0.537,0,0,0,0.007,0,0.1036,0,0.0427,0,0,0,0,0.082,0.0975
"PL_DEB",2015-08-04,"Debno","HYDROPOZ","Poland",52.29361111,16.69880556,77,16,5.5,3.2,9,8.11,25.2,19.51,0.03,0.7,NA,0.04,14.124,3.495,0,0.337,0,0,0,0,0,0,0,0,0,0.002,0.2503,0,0.0229,0,0,0,0,0,0.021,0
"PL_DLU",2015-08-26,"Dlugie","HYDROOLS","Poland",53.78611111,20.46111111,103,17,5.3,2.5,8,5.56,21.63,16.94,NA,0.2,NA,0.03,NA,13.873,0.63,1.56,0,0,0,0.73,0,0.245,0,0,0,0.002,0,0,0.0028,0.0042,0,0,0,0,0.0206,0
"PL_DZIE",2015-08-10,"Dziekanowskie","KIW","Poland",52.36722222,20.84694444,75,10,NA,0.8,4,2.32,27,24.58,0.02,1.1,0.017,0.07,13.133,32.249,1.216,0,5.802,0,0,0.608,17.119,11.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021
"PL_GOR",2015-07-24,"Goreckie","HYDROPOZ","Poland",52.26575,16.79672222,66,17,9,1.5,8,7.58,23.7,20.16,0.02,1.5,NA,0.04,15.375,5.481,0,0.642,0,0,0,0,0,0,0,0,0,0.032,0.3023,0,0.2529,0,0,0,0,0,0.3144,0
"PL_GRY",2015-08-02,"Grylewskie","HYDROPOZ","Poland",52.88611111,17.25222222,80,7,3.6,1.2,5,6.31,22.7,21.35,0.04,2,0.019,0.32,12.45,NA,NA,NA,NA,0.548,0,0.311,0,0.491,0,0,0,0.014,0.0253,0.0649,0.0028,0.0642,0,0,0,0,0,0.0097
"PL_ILI",2015-08-12,"Ilinskie","IOUG","Poland",53.79708611,19.84148611,100,27,8.6,0.65,9.5,9.67,25.7,18.72,0.16,0.7,0.01,0.05,7.232,6.539,0,0.323,0,0,0,0,0.366,0.208,0,0,0,0.004,0.3317,0.046,0.0452,0.0214,0,0,0,NA,0.39,0.0072
"PL_JAR",2015-07-22,"Jaroslawieckie","HYDROPOZ","Poland",52.28502778,16.79886111,76,7,3.68,1.7,6,4.66,24.6,21.99,NA,0.8,0.015,0.05,15.099,11.046,2.245,0,0,0,0,0,0,0,0,0,0,0.01,0,0.0302,0.0028,0.0638,0,0,0,0,0,0
"PL_JEZ",2015-08-08,"Jeziorsko Reservoir","ILONA GAGALA","Poland",51.84967528,18.69479017,NA,NA,5.2,1.9,6,2.23,29.4,24.2,NA,NA,NA,NA,NA,0.148,0,0,0,0,0,0,0,0.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PL_KAM",2015-07-22,"Kamedut","BIA","Poland",54.26666667,22.86581667,161,25,6.8,2.5,6,4.43,21.3,19.08,NA,NA,0.015,0.02,10.587,0.799,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL_KIEL",2015-08-10,"Kielpinskie","KIW","Poland",52.36166667,20.87583333,76,6,4,1.3,3.5,2.13,25.6,24.17,0.04,0.4,0.051,0.06,9.038,21.159,1.937,0.434,0,0.551,0,0.243,0,4.287,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0
"PL_KIERM",2015-08-12,"Kierskie Male","HYDROPOZ","Poland",52.4875,16.78722222,72,2.5,1,0.5,1.5,0.76,28.7,27.48,NA,1,NA,0.04,17.167,10.454,8.697,13.131,1.042,0.574,0,0.891,0.499,0,0,0,0,0.002,0,0.0729,0.0028,0.0252,0,0,0,0,0.214,0
"PL_KOR",2015-08-25,"Kortowskie","HYDROOLS","Poland",53.761444,20.445607,103,17,5.9,1.2,7,6.02,20.85,18.92,NA,0.6,NA,0.17,11.779,25.049,0.913,1.966,0,0,0,0,0,0,0,0,0,0.002,0.3523,0,0.0251,0,0,0,0,0,0.536,0.0317
"PL_KOR2",2015-08-03,"Kornickie","WPROT","Poland",52.25041667,17.08033333,65,6,2.6,0.55,3,0.25,23.07,21.93,NA,0.6,NA,0.04,18.414,44.045,11.233,6.084,0,0.867,0,1.133,0,0.868,0,0,0,0.006,0.1226,0.0821,0.0194,0.0399,0,0,0,0,0.0058,0
"PL_LED",2015-08-26,"Lednica","HYDROPOZ","Poland",52.52302778,17.37905556,110,15,NA,2.9,10,9.3,21.3,19.57,0.02,0.8,0.012,0.04,13.227,5.818,0,0.734,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PL_LEK",2015-08-02,"Leknenskie","HYDROPOZ","Poland",52.842467,17.292447,NA,NA,NA,0.2,2.5,2.46,21.2,20.67,0.14,3.1,0.008,0.04,21.501,520.563,0,28.562,11.427,0,0,1.178,0,0,0,0,0,5.05,12.5029,0,4.0492,0,0,0,0,0,0,0
"PL_LODY",2015-08-04,"Lodzko Dymaczewskie","HYDROPOZ","Poland",52.24905556,16.75191667,65,12,5.3,0.75,8,7.35,24.2,20.89,0.03,0.7,NA,0.08,13.06,77.276,1.94,1.252,0,0,0,0,1.238,0.693,0,0,0,1.266,6.2518,0,1.0764,0.0429,0,0,0,0,0.0355,0.0675
"PL_LUB",2015-08-12,"Lubosinskie","HYDROPOZ","Poland",52.52777778,16.3825,NA,NA,2.6,0.5,1.5,1.75,27.5,25.63,0.04,2.3,NA,0.05,13.192,11.848,0.929,2.496,0,0.7,0,0,0,0,0,0,0,0.855,4.7671,0,1.1346,0.0466,0,0,0,0,0.0069,0.0055
"PL_LUS",2015-08-31,"Lusowskie","WPROT","Poland",52.42986667,16.65826667,78,20,8.6,2.7,10,9.54,23.07,19.68,0.07,0.5,NA,0.04,15.736,5.472,0,1.064,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101,0
"PL_MAJCZ",2015-08-25,"Majcz","UW","Poland",53.77388889,21.46,125,16,6,5.2,7,6.48,21.3,20.6,0.06,0.6,NA,NA,5.268,4.963,0.314,0.311,0,0.226,0,0.063,0,0.09,0,0,0,0.002,0.0304,0,0.0025,0.0051,0,0,0,0,0,0
"PL_MAL",2015-07-28,"Maltanski Reservoir","WPROT","Poland",52.401944,16.970556,NA,5,3.13,0.95,3,NA,20.1,20.1,0.06,0.4,NA,0.02,16.825,67.181,9.833,0,1.518,0.966,0,1.556,5.229,5.431,0,0,0.623,0.002,0,0,0,0.0042,0,0,0,0,0.0012,0.0078
"PL_MIK",2015-08-26,"Mikolajskie","UW","Poland",53.78194444,21.59222222,NA,25.9,11,1.35,7.5,10.27,21.1,20.47,0.07,0.8,0.016,NA,6.277,24.237,0,0.405,1.057,0.242,0,0.183,2.087,1.341,0,0,0,0.079,0.1764,0,0.0618,0,0,0,0,0,1.158,0.0675
"PL_NID",2015-08-06,"Nidzkie","IEP-NRI","Poland",53.57555556,21.54888889,119,24,6.2,0.8,10,10.7,23.8,19.06,0.08,0.7,0.012,NA,6.111,32.488,0.992,0.915,0,0,0,0,0.527,0.278,0,0,0,1.407,2.4491,0,1.33,0.0369,0,0,0,0,0.0572,0
"PL_NIE",2015-08-28,"Niepruszewskie","WPROT","Poland",52.38363333,16.61503333,76,5,3.1,0.55,5,NA,21.31,21.04,0.05,1,NA,0.02,23.966,26.028,1.819,3.184,0,0.655,0,0.45,0,0.462,0,0,0,0.002,0,0.0913,0.0028,0.1171,0,0,0,0,0,0
"PL_PNIEW",2015-08-12,"Pniewskie","HYDROPOZ","Poland",52.51138889,16.24083333,116,2,1.3,0.6,1.5,1.38,27.5,26.63,0.02,0.8,0.008,0.04,9.791,5.667,0.721,5.734,3.873,1.457,0,0.588,0,0,0,0,0,0.021,0,0.1674,0.0028,0.0895,0,0,0,0,0.0038,0
"PL_POD",2015-08-26,"Podkowka","HYDROOLS","Poland",53.804962,20.450855,NA,NA,NA,2,4,1.27,21.12,20.6,NA,0.3,NA,0.1,5.969,21.358,1.826,0.881,0,0.528,0,0.978,0,0.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PL_POD_I",2015-08-11,"Podkamycze_1","INC-PAN","Poland",50.08638889,19.83377778,131,6,2.85,2.9,2.9,NA,26.99,23.71,0.03,3.1,1.081,0.2,20.623,23.786,1.507,0,0.244,0,0,0.226,0,0,0,0,1.099,0,0,0,0,0,0,0,0,0,0,0
"PL_POD_II",2015-08-11,"Podkamycze_2","INC-PAN","Poland",50.08322222,19.83483333,209,3,2.5,2.1,2,NA,24.9,22.92,0.04,1.1,0.107,0.21,12.521,34.276,2.378,3.347,0.546,0,0,2.433,0,2.343,0,0,0,0.108,0.0604,1.0054,0.0523,1.2578,NA,0,0,0,0,0
"PL_POW",2015-08-11,"Powsinkowskie","KIW","Poland",52.15861111,21.09833333,82,2,1.5,1.75,2,1.25,24.1,23.83,NA,0.5,0.01,0.06,16.446,5.017,0.921,0.74,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PL_PRO",2015-08-05,"Probarskie","IEP-NRI","Poland",53.82322222,21.37822222,180,31,9.2,1.8,8.5,9.33,22.38,19.06,0.09,0.7,0.022,NA,NA,5.216,0.311,2.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0
"PL_RAC",2015-07-30,"Raczynskie","WPROT","Poland",52.143176,17.165351,69,6,2.7,0.35,4.5,NA,20.65,20.61,NA,NA,NA,0.02,16.499,177.172,5.432,3.715,0,0,0,0.724,0,0,0,0,0,0.56,4.8423,0.4708,0.805,0.2531,0,0,0,0,0,1.415
"PL_RED",2015-08-26,"Redykajny","HYDROOLS","Poland",53.81527778,20.41777778,102,21,8,2.3,8,7.56,21.14,17.56,NA,0.5,NA,0.04,NA,7.208,0.383,0.754,0,0,0,0,0,0,0,0,0,0,0.0437,0,0.0061,0,0,0,0,0,0,0
"PL_ROG",2015-08-02,"Rogozinskie","HYDROPOZ","Poland",52.750756,17.007086,70,6,3,0.5,4.5,4.73,24.1,22.86,0.08,2.4,0.015,0.04,14.648,99.435,2.259,4.871,1.602,0,0,0.676,0.401,0.449,0,0,0,1.385,4.1723,0,1.9524,0,0,0,0,0,0,0
"PL_ROS",2015-08-06,"Ros","IEP-NRI","Poland",53.67,21.91861111,119,32,8.1,1.9,12,13.12,23.77,18.06,0.1,0.6,0.022,NA,6.512,15.022,0.755,0.497,0,0.997,0,0,0,0.464,0,0,0,0,0,0,0,0,0,0,0,0,0.1124,0.0026
"PL_RUS",2015-08-14,"Rusalka","WPROT","Poland",52.42469444,16.88380556,69,9,1.9,0.65,2.5,2.41,26.7,25.9,0.07,0.4,NA,0.02,13.329,75.042,21.827,8.537,0,0,0,1.198,1.9,1.355,0,0,0,0.022,0,0.1442,0.0083,0.1052,0,0,0,0,0,0
"PL_RUW",2015-08-12,"Ruda Woda","IOUG","Poland",53.89399167,19.75711667,100,28,10,0.55,6,5.47,25,22.34,NA,0.5,0.006,0.02,4.283,38.329,1.105,0,3.048,0,0,0.505,12.361,8.501,0,0,0,0.002,0,0.0636,0.0057,0.085,0,0,0,0,0.3616,0.0261
"PL_RYN",2015-08-05,"Rynskie","IEP-NRI","Poland",53.90972222,21.48916667,119,51,10.5,0.9,8.5,8.7,23.4,18.07,0.07,0.7,0.009,NA,6.008,13.274,0.744,0.364,0.21,0.293,0,0,1.077,0.944,0,0,0,0.05,0.1629,0,0.0438,0,0,0,0,0,0.2468,0
"PL_SIE",2015-07-21,"Siemianowka","BIA","Poland",52.93980556,23.758375,140,10,2.5,0.35,5,NA,21.8,21.32,NA,1.3,NA,0.04,13.707,209.498,5.932,5.585,1.163,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL_SKA",2015-08-27,"Skanda","HYDROOLS","Poland",53.75666667,20.53055556,121,12,5.8,1.5,7,4.32,20.78,17.38,0.04,1.2,NA,0.93,30.067,30.247,2.961,2.383,0,0,0,0,0,0,0,0,0,0.61,1.7397,0,0.2756,0,0,0,0,0,0,0
"PL_STA",2015-08-25,"Starodworskie","HYDROOLS","Poland",53.74805556,20.45361111,111,23,9,2.2,7,4.53,21.32,16.92,NA,0.6,NA,0.12,NA,16.22,0.785,1.951,0,0,0,1.016,0,0.266,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL_STR",2015-08-29,"Strzeszynskie","WPROT","Poland",52.46005,16.82425,77,18,8,3.15,8.5,5.34,21.7,18.92,NA,0.3,NA,0.02,42.126,22.125,5.816,2.31,0,0,0,0.513,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PL_STY",2015-08-14,"Strykowskie","WPROT","Poland",52.24505556,16.59961111,74,8,4.5,0.78,5,4.26,25.1,23.25,NA,0.6,NA,0.06,17.8,32.718,5.617,2.093,0,0,0,0.453,0,0.758,0,0,0,0,0,0,0.0028,0.0132,0,0,0,0,0.0043,0
"PL_SUL",2015-08-08,"Sulejow","ILONA GAGALA","Poland",51.45786217,19.97830228,NA,11,3.3,1.15,7,2.47,28.3,23.69,NA,NA,NA,NA,NA,38.2,1.175,0,0,0,0,0,0,0,0,0,1.627,0.031,0,0.3286,0.0103,0.1962,0,0,0,0,0.4045,0
"PL_SUM",2015-07-16,"Sumin","HydroLab","Poland",51.37144444,23.14966667,NA,6,1.5,0.9,1.2,NA,21,21,NA,4.6,NA,0.07,28.691,10.011,1.064,1.327,0,0.722,0,0,0,0.32,0,0,0,0.009,0,0.1374,0.0072,0.0397,0,0,0,NA,0,0
"PL_SWA",2015-08-03,"Swarzndzkie","WPROT","Poland",52.413611,17.065,70,7,2.6,0.85,3,3.41,22.85,22.37,0.06,1.1,NA,0.83,33.009,61.524,10.612,3.009,0.521,0,0,0.71,3.441,2.423,0,0,0,0,0,0,0.0028,0,0,0,0,0,0,0.0063
"PL_SYC",2015-07-16,"Syczynskie","HydroLab","Poland",51.28755556,23.23813889,174,3,1.6,0.16,0.9,NA,21.22,21.07,0.51,2.3,NA,0.04,16.772,312.215,1.808,53.525,0,0,0,4.218,0.407,1.418,0,0,0,0.104,14.8923,0.5807,1.6059,0,0,0,0,0,0.0044,0.0022
"PL_SZU",2015-07-24,"Szurpily","BIA","Poland",54.22928611,22.8975,182,47,10,2.9,7,5.42,20,17.82,NA,0.4,0.007,0.02,4.135,2.141,0,0,0,0.23,0,0,0,0.101,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PL_TOM",2015-07-22,"Tomaszne","HydroLab","Poland",51.46658333,23.00238889,162,3,2.4,0.4,3.3,2.74,23.5,23.2,0.17,0.9,0.008,0.03,6.215,57.397,2.716,0.683,0,0.924,0,0.78,1.795,1.734,0,0,0,0.061,3.5556,0.3153,0.2266,0.0716,0,0,0,0,2.0067,0.007
"PL_TRA",2015-08-27,"Track","HYDROOLS","Poland",53.78916667,20.54,124,4,2.1,0.8,3,NA,20.52,20.38,0.05,0.8,NA,0.04,NA,92.372,6.393,7.329,0,2.619,0,1.281,1.734,2.585,0,0,1.004,0.007,0,0.0692,0.0028,0.0356,0,0,0,0,0.002,0.0099
